"admission_date","release_date","race","ethnicity","admission_status","charge","severity","bail_eligible"
2020-09-05,2020-09-13,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-09,NA,"White","Unknown","Other","PL 215.51","Non-Violent Felony","Eligible"
2020-02-09,2020-07-20,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-11-28,2020-12-17,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-02,2019-05-17,"Other","Unknown","Sentenced","PL 215.51","Non-Violent Felony","Eligible"
2019-11-06,2019-11-14,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-17,2019-04-20,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-02-28,2020-03-03,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-05-06,2020-05-13,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-03-26,2019-06-06,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-21,2019-01-22,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-24,2019-05-16,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-31,2019-08-17,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-30,2019-12-03,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-06,2019-09-05,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-06-11,2020-10-21,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-11,2020-01-22,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-02-01,2020-02-06,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-12,2019-10-29,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-03-05,2020-03-15,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-10,2019-07-17,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-12-28,NA,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-03,2019-05-08,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-05,2019-08-07,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-28,2020-11-03,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-12-11,2019-12-19,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-05-12,2020-05-16,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-27,2020-01-25,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-15,2019-12-14,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-01,2020-03-03,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-03-02,2019-03-24,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-02,2019-04-06,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-09,2019-06-18,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-24,2019-01-29,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-01-08,2020-01-14,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-04-27,2020-04-29,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-08-08,2020-08-14,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-07-31,2020-08-22,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-01-05,2020-01-15,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-22,NA,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-26,2019-05-02,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-07,2019-06-14,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-04,2019-09-06,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-08-07,2020-08-30,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-12,2020-03-25,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-04-27,2020-06-07,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-29,2019-05-02,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-23,2019-08-14,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-12-05,2019-12-07,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-03-26,2019-08-01,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-11-30,2020-12-05,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-13,2019-04-19,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-07,2019-05-31,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-25,2019-09-26,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-08,2019-08-19,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-24,2019-11-28,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-08,2019-08-28,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-12-02,2020-12-04,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-27,2020-02-13,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-01-04,2020-01-08,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-09,2019-05-04,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-30,2020-04-14,"Black","Unknown","Other","PL 215.51","Non-Violent Felony","Eligible"
2020-01-14,2020-04-01,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-31,2019-02-03,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-02-06,2020-02-12,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-02-21,2020-02-28,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-04-28,2020-05-15,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-04,2020-10-06,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-07-09,2020-07-18,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-16,2019-08-10,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-05-01,2020-07-28,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-12,2020-10-29,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-25,2019-10-28,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-08-19,2020-08-25,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-12-24,2019-12-27,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-12,2019-08-01,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-06-06,2020-06-13,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-06-23,2020-07-08,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-07,2019-11-23,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-23,2019-12-05,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-05,2019-01-08,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-26,2020-01-31,"Black","Unknown","Other","PL 215.51","Non-Violent Felony","Eligible"
2019-10-27,2019-11-02,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-15,2020-12-03,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-09,2019-10-17,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-01,2019-11-23,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-04-23,2020-07-22,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-29,NA,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-03-29,2019-04-01,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-21,2019-06-07,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-22,2019-06-28,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-05,NA,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-23,2019-04-24,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-12,2019-05-13,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-10,2020-05-05,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-20,NA,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-09,NA,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-03,2019-02-08,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-06,2019-02-12,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-03-02,2019-06-28,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-06,2020-01-31,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-02-23,2020-03-04,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-03-28,2019-03-30,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-03-29,2019-04-04,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-12-17,2020-12-26,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-04,2019-07-07,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-30,2019-09-27,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-22,2020-02-18,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-01-08,2020-01-14,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-11,2019-04-17,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-06-29,2020-07-03,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-22,2019-03-05,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-09,2019-10-12,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-04,2019-09-07,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-06-22,2020-06-25,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-09,2019-01-11,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-10,2019-02-14,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-07,2019-07-12,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-26,2019-05-01,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-12-09,NA,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-11-07,2020-11-10,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-11-01,NA,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-30,2020-11-03,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-30,2019-09-07,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-08,2019-05-10,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-10,2019-07-13,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-16,2019-01-24,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-17,2019-07-20,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-14,2019-12-11,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-05-30,2020-08-18,"Black","Unknown","Other","PL 215.51","Non-Violent Felony","Eligible"
2019-05-24,2019-05-30,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-15,2019-02-26,"Unknown","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-31,2019-06-01,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-03-24,2019-03-30,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-14,2019-02-17,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-10,2019-08-01,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-03,2019-08-12,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-19,2019-10-30,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-11-12,2020-12-22,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-05,2019-04-16,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-29,2019-03-08,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-01-18,2020-01-24,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-07,2019-10-11,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-05,2020-11-11,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-09-15,2020-11-23,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-12,2019-07-28,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-12,2019-06-21,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-18,2019-08-21,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-27,2019-10-25,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-01,2019-08-08,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-26,2019-08-30,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-09,2019-01-13,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-10,2020-03-07,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-10,2019-07-26,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-25,2020-11-07,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-13,2019-09-21,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-03,2019-07-20,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-22,2019-08-27,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-06,2020-10-08,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-12-02,2020-12-04,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-03-16,2020-03-21,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-03-13,2019-03-28,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-22,2020-03-27,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-29,2019-11-02,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-01-31,2020-02-05,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-09,2019-05-17,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-04-20,2020-05-21,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-11-25,2020-11-27,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-01,2019-02-01,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-24,NA,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-01,2019-07-06,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-06,2019-07-09,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-17,2019-11-19,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-02-06,2020-02-12,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-06,2019-11-08,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-13,2019-11-14,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-23,2019-04-27,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-30,2019-05-04,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-03-30,2019-05-20,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-04,2019-06-08,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-29,2019-12-09,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-03-06,2020-03-07,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-13,2019-05-07,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-30,2019-09-20,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-08,2019-11-26,"White","Unknown","Sentenced","PL 215.51","Non-Violent Felony","Eligible"
2019-08-26,2019-09-25,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-12-12,2019-12-15,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-02-16,2020-02-18,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-01,NA,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-08,2019-07-13,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-07-02,2020-10-02,"Black","Unknown","Other","PL 215.51","Non-Violent Felony","Eligible"
2020-01-07,2020-06-09,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-11,2019-05-07,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-01-08,2020-01-14,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-27,2020-01-08,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-06,2019-04-05,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-12-21,2020-12-31,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-04,2019-01-16,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-05,2019-01-10,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-05,2019-01-07,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-16,2019-02-14,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-08,2019-01-11,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-06-18,2020-09-17,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-25,2019-08-03,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-15,2019-01-29,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-30,2019-08-08,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-09,2019-03-16,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
