"admission_date","release_date","race","ethnicity","admission_status","charge","severity","bail_eligible"
2020-05-05,2020-05-07,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-13,2019-10-19,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-20,2020-12-16,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-01-20,2020-02-05,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-30,2019-11-05,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-21,2019-04-06,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-31,2019-08-03,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-19,2019-09-28,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-02-27,2020-03-04,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-11-08,2020-11-11,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-02-11,2020-02-25,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-16,2019-10-22,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-18,2019-05-25,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-23,2019-10-01,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-23,2020-01-10,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-13,2019-02-02,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-12-15,2019-12-21,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-12-21,2020-01-04,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-01,2019-10-01,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-16,2019-09-18,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-30,2019-10-03,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-06-24,2020-06-26,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-01,2019-07-06,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-03-20,2020-04-18,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-11-23,NA,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-04,2020-02-06,"Black","Unknown","Other","PL 215.51","Non-Violent Felony","Eligible"
2019-07-24,2019-08-03,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-04,2019-03-01,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-03-14,2019-05-03,"Black","Unknown","Sentenced","PL 215.51","Non-Violent Felony","Eligible"
2020-01-24,2020-03-15,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-03,2019-05-08,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-27,2019-08-13,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-05-04,2020-05-07,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-11,2019-07-11,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-18,2020-01-08,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-21,2019-10-25,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-18,2019-12-18,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-13,NA,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-10,2019-08-15,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-01-30,2020-02-05,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-03-19,2020-03-26,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-07,2019-08-17,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-23,2019-11-08,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-08,2020-07-10,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-28,2020-02-07,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-05,2019-08-03,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-04,2020-10-07,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-24,2019-06-19,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-16,2019-11-26,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-29,2019-11-05,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-12-15,2020-04-14,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-05-18,NA,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-07-03,2020-07-08,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-11-19,2020-11-25,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-03-04,2020-07-28,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-09-03,2020-09-26,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-20,2019-01-25,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-09-04,2020-09-09,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-03-29,2019-04-04,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-29,2020-01-28,"Black","Unknown","Other","PL 215.51","Non-Violent Felony","Eligible"
2019-08-02,2019-08-29,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-21,NA,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-03-04,2020-03-15,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-23,2019-10-29,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-11,2019-08-07,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-12-23,2019-12-28,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-03-16,2020-04-08,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-01,2019-09-04,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-25,2019-10-03,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-03-13,2020-07-10,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-26,NA,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-18,2019-04-20,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-15,2019-09-25,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-25,2019-06-01,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-04-19,2020-05-27,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-02,2019-03-19,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-30,2019-10-16,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-18,2019-01-23,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-01-05,2020-01-10,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-01-29,2020-02-01,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-10,2019-08-17,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-07-07,2020-07-11,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-17,2019-06-22,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-11,2019-09-28,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-04,2019-01-18,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-11-25,NA,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-07-09,2020-07-12,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-18,2019-11-21,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-05-02,2020-10-29,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-09,2019-03-09,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-07,2019-02-08,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-11,2019-09-26,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-03-24,2019-05-15,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-14,2019-01-26,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-31,2019-11-16,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-06,2019-07-12,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-23,2019-12-28,"Black","Unknown","Other","PL 215.51","Non-Violent Felony","Eligible"
2019-03-02,2019-03-03,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-02-13,2020-02-15,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-05-22,2020-05-27,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-16,2019-07-18,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-11-30,NA,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-25,2019-09-12,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-17,2019-05-04,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-26,2019-11-26,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-02,2019-07-04,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-19,2019-09-21,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-27,2019-05-29,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-13,2019-12-11,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-08-28,2020-09-02,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-27,2019-04-09,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-02-01,2020-02-04,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-01,2019-05-04,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-03-28,2020-04-15,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-02-27,2020-05-09,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-09,2019-05-14,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-13,2019-11-26,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-10,2019-10-08,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-04,2019-09-18,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-22,2019-01-29,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-04-23,2020-04-28,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-12,2019-07-17,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-08,2019-09-26,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-21,2019-09-06,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-06,NA,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-03-15,2020-03-20,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-06,2019-06-11,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-03-06,2019-03-12,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-20,2019-08-22,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-23,2019-12-13,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-10,2019-06-15,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-04,2019-08-03,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-12,2019-09-28,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-19,2019-07-03,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-01,2019-05-08,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-08-12,2020-08-17,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-02,2019-08-07,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-05-20,2020-06-30,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-09-02,2020-09-06,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-22,2020-10-29,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-16,2019-05-22,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-14,2019-09-03,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-29,2020-11-06,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-07,2019-07-10,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-08,2019-07-13,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-11,2019-08-27,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-11-16,2020-12-09,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-29,2020-02-29,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-14,2019-05-21,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-10,NA,"Black","Unknown","Other","PL 215.51","Non-Violent Felony","Eligible"
2020-09-13,2020-09-15,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-27,2019-05-02,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-03-19,2019-05-01,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-02,2019-09-04,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-11,2020-03-19,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-03-11,2020-03-22,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-12-28,2020-02-06,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-03-31,2019-04-04,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-09-23,2020-11-14,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-08-08,2020-08-09,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-07,2019-11-13,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-03,2019-09-07,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-05,2019-06-12,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-01-09,2020-01-14,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-08,2019-11-19,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-01,2019-05-07,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-28,2020-11-03,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-05-08,2020-05-13,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-10,2019-10-18,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-12-22,2020-01-16,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-08-19,2020-08-25,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-25,2019-09-27,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-17,NA,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-02-04,2020-02-06,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-30,2019-06-05,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-21,2019-05-25,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-09-30,2020-10-02,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-14,2019-06-20,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-12,2019-02-20,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-03,2019-12-04,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-20,2019-08-20,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-27,NA,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-27,2020-03-15,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-31,2019-11-05,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-01-28,2020-02-01,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-05-06,2020-07-23,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-14,2019-05-16,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-29,2019-07-02,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-06,2020-04-07,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-18,2019-09-19,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-06-24,2020-06-25,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-24,2019-08-10,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-02-29,2020-03-05,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-17,2019-06-06,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-09-12,2020-09-14,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-11-26,2019-11-28,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-20,2019-11-14,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-01-14,2020-01-18,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-27,2020-10-08,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-12-17,NA,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-15,2019-04-09,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-14,2019-09-12,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-05,2019-05-07,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-19,2019-10-03,"Other","Unknown","Other","PL 215.51","Non-Violent Felony","Eligible"
2019-06-13,2019-06-25,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-01-21,2020-09-09,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-09-10,2019-09-12,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-01,2019-07-06,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-10,NA,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-10,2019-01-21,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-09-27,2020-09-29,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-03-28,2020-09-30,"Black","Unknown","Other","PL 215.51","Non-Violent Felony","Eligible"
2020-02-14,2020-03-27,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-03,2019-02-12,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-01,2019-08-18,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-15,2019-02-06,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-15,2019-05-22,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-30,2020-02-28,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-24,2019-04-27,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-31,2019-08-07,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-01-17,2020-01-18,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-03,2020-01-23,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-08-26,2020-11-06,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-26,NA,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-18,2019-01-24,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-05-27,2020-06-26,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-05-30,2020-06-09,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-04-02,2020-04-24,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-03-15,2020-03-21,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-01-08,2019-07-06,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-10-07,2020-10-14,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-12-13,2020-12-19,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-02-05,2020-02-19,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-29,2019-12-24,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-17,2019-02-23,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-05-23,2020-06-06,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-08,2019-06-27,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-08-12,2020-10-09,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-07,2019-02-12,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-30,2019-11-14,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-08-27,2020-10-07,"Asian","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-11-13,2020-12-15,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-28,2019-10-30,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-11-14,NA,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-19,2019-04-26,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-09-10,2020-09-15,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-03-14,2019-07-12,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-02-07,NA,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-09-26,2020-10-01,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-27,2019-03-06,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-06-19,2019-06-22,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-04-13,2019-10-11,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-10-11,2020-03-15,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-24,2019-09-25,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-08-30,2020-09-01,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-11-13,2020-11-18,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-02-01,2020-02-05,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-02-02,2019-02-06,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-11-17,2020-11-18,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-23,2019-07-25,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-20,2019-07-25,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-31,2019-06-01,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-02-07,2020-02-09,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-09-04,NA,"White","Unknown","Other","PL 215.51","Non-Violent Felony","Eligible"
2019-07-17,2019-07-20,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2020-12-08,2020-12-11,"Other","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-03-09,2019-03-14,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-08-27,2020-01-27,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-05-30,2019-06-05,"Black","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
2019-07-30,2019-08-01,"White","Unknown","Pretrial","PL 215.51","Non-Violent Felony","Eligible"
